region,gender,age,education,race,uscitizen,maritalstatus,religion,religionattend,partyid,income,politics,hhsize,employstatus,extraversion,pextraversion,agreeableness,pagreeableness,conscientiousness,pconscientiousness,openness,popenness,neuroticism,pneuroticism,needforcognition,pneedforcognition,agency,pagency,communion,pcommunion,minimalism,pminimalism,bes,pbes,green,pgreen,crt2,pcrt2,fluid,pfluid,crystallized,pcrystallized,syllogism,psyllogism,actual,pactual,overconfidence,poverconfidence,overplacement,poverplacement,ultimatum_sender,pultimatum_sender,ultimatum_accepted,pultimatum_accepted,mentalaccounting,pmentalaccounting,socialdesirability,psocialdesirability,conscientiousness_w2,pconscientiousness_w2,anxiety,panxiety,hi,phi,hc,phc,vi,pvi,vc,pvc,finliteracy,pfinliteracy,numeracy,pnumeracy,deductive,pdeductive,forwardflow,pforwardflow,discount,pdiscount,presentbias,ppresentbias,riskaversion,priskaversion,lossaversion,plossaversion,trustgame_sender,ptrustgame_sender,trustgame_receiver,ptrustgame_receiver,rfs,prfs,sttw,psttw,depression,pdepression,cnfu,pcnfu,selfmonitor,pselfmonitor,scc,pscc,needforclosure,pneedforclosure,maximization,pmaximization,wason,pwason,dictator_sender,pdictator_sender
South,Female,50-64,Postgraduate,White,Yes,Married,Other,A few times a year,Republican,"$100,000 or more",Conservative,4,Retired,3,57,4.444,78,4.778,87,2.5,5,2.875,60,3,30,5.083,59,7.417,65,4.167,82,4.35,78,2.667,22,1,38,1,55,9,100,6,49,17,56,8,27,0,41,100,100,100,100,75,70,8,74,8,100,6,47,4.25,52,4,60,1.5,11,4.5,84,4,31,2,11,4,100,0.815,43,800.31,74,0.225,93,0.222,70,None,None,100,100,55,89,5.2,71,10,39,10,57,1.25,11,2.923,64,4.667,86,4.4,93,4.167,95,2,65,100,100
West,Male,18-29,College graduate/some postgrad,White,Yes,Married,Roman Catholic,Once a week,Republican,"$75,000-$100,000",Very conservative,4,Full-time employment,4.5,96,4.556,84,5,100,4.2,74,1,4,4.556,93,8.667,99,9,100,4.667,95,4.4,80,5,100,1,38,0,26,3,17,6,49,10,12,32,100,7,79,40,65,83.333,70,50,32,12,97,7,53,0,12,5,100,5,100,4,93,5,100,4,31,4,33,4,100,0.848,75,0,40,0.389,98,0.133,60,None,None,60,77,55,89,5.8,93,8,18,0,9,5,100,4.231,100,4.333,72,3.4,42,3.667,81,3,96,60,97
South,Male,30-49,"Some college, no degree",White,Yes,Never been married,Roman Catholic,A few times a year,Independent,"$75,000-$100,000",Liberal,2,Full-time employment,3.5,75,4,56,4,53,4.4,83,2.125,32,4.444,90,6.75,88,6.75,41,3.5,52,3.8,44,3.833,59,2,59,0,26,7,64,5,32,14,35,22,93,4,60,40,65,66.667,33,100,100,0,13,6,36,8,56,3.5,17,4.5,83,3.75,88,4.5,84,4,31,5,47,4,100,0.807,35,None,None,None,None,None,None,None,None,100,100,45,66,4.5,29,16,75,2,21,3.583,89,3.231,87,4.833,91,3.533,50,2.833,34,3,96,40,81
Midwest,Female,18-29,College graduate/some postgrad,White,Yes,Married,Nothing in particular,A few times a year,Republican,"$50,000-$75,000",Moderate,3,Full-time employment,3.5,75,4.556,84,4,53,4.3,78,1.75,21,3.944,74,4.727,47,6.333,29,3.75,64,3.7,38,4,68,0,12,3,88,4,27,11,100,18,63,7,23,0,41,40,65,100,100,50,32,13,100,8,100,0,12,5,100,4.5,83,3.5,81,4.75,93,7,100,4,33,4,100,0.778,18,0,40,0,52,-0.144,12,None,None,40,61,29,19,5.3,76,9,29,1,15,3.667,91,3.231,87,2.5,17,2.533,8,4,92,2,65,40,81
South,Female,50-64,College graduate/some postgrad,White,Yes,Divorced,Protestant,Once a week,Republican,"$50,000-$75,000",Moderate,2,Full-time employment,2.625,42,3.667,38,4,53,3.7,46,2.75,56,3.222,41,3.833,21,6.75,41,3.583,56,4.45,84,4,68,0,12,3,88,9,100,10,92,22,85,15,67,7,79,100,100,100,100,75,70,6,58,8,100,19,84,4.75,82,3.5,32,3,65,4,64,7,100,5,47,2,6,0.795,27,1054306.758,90,0.164,89,-0.078,18,None,None,40,61,53,79,4.5,29,8,18,18,79,3.417,85,3.077,76,3.333,40,4,79,3.5,73,3,96,40,81
Midwest,Male,30-49,Associate's degree,White,Yes,Never been married,Agnostic,Never,Democrat,"Less than $30,000",Very liberal,1,Part-time employment,1,1,4,56,4,53,2.4,5,4.125,91,3.111,35,3.083,6,7.25,59,3.083,33,3.4,21,4.167,74,3,88,0,26,9,100,5,32,17,56,-12,1,-16,2,60,93,66.667,33,100,100,6,58,7,53,14,75,4.5,67,3.25,22,1,3,2.25,7,7,100,7,80,4,100,0.864,87,0,40,0,52,0.422,87,None,None,80,81,55,89,4.1,11,4,1,38,98,1.583,20,1.462,1,4.167,66,3.133,26,2.5,18,2,65,60,97
Pacific,Male,30-49,Associate's degree,Asian,Yes,Never been married,Nothing in particular,Never,Independent,"$75,000-$100,000",Moderate,3,Self-employed,3.75,83,3.556,32,4.778,87,3.8,53,3.875,86,3.778,66,7.5,95,6.833,45,3,30,3.85,48,4,68,4,100,3,88,5,37,10,92,22,85,13,56,0,41,60,93,66.667,33,25,9,10,88,8,100,13,73,5,100,3.25,22,2.75,55,3,22,5,57,8,100,4,100,0.8,31,8263.548,84,-0.028,13,0.522,92,0.317,8,100,100,55,89,4.7,41,10,39,16,74,3.667,91,3.077,76,2.417,15,3.933,75,3.167,55,3,96,60,97
West,Female,18-29,High school graduate,Hispanic,Yes,Living with a partner,Roman Catholic,Seldom,Independent,"$50,000-$75,000",Moderate,4,Part-time employment,3,57,3.889,49,3.778,41,3.8,53,3.25,71,3.222,41,5,57,6.667,39,4,77,4.45,84,3.5,46,0,12,2,71,4,27,7,61,13,29,9,31,-2,29,40,65,83.333,70,50,32,10,88,7,53,4,38,4,40,4.25,72,3,65,3.5,40,5,57,6,61,4,100,0.771,15,108.272,63,0.097,79,-0.028,25,1.028,69,20,25,32,24,4.8,47,9,29,1,15,3.167,78,2.692,46,3.167,36,3.2,30,2.667,26,3,96,40,81
Midwest,Female,18-29,College graduate/some postgrad,White,Yes,Living with a partner,Protestant,Once a week,Republican,"$100,000 or more",Very conservative,2,Full-time employment,3.125,62,4.444,78,4.444,72,4.2,74,3.375,74,4.222,84,8.167,98,8.25,90,4.167,82,4.45,84,4.667,90,2,59,1,55,6,49,6,49,15,42,15,67,5,72,40,65,83.333,70,75,70,6,58,7,53,36,98,4.75,82,4.5,83,4.25,97,4.75,93,4,31,4,33,4,100,0.678,2,4374.107,75,0.326,97,0.178,66,0.687,32,20,25,22,12,5.3,76,20,94,18,79,4.25,98,3.385,93,2.083,8,3.6,54,3.667,81,3,96,40,81
South,Female,30-49,"Some college, no degree",White,Yes,Living with a partner,Other,Seldom,Independent,"$75,000-$100,000",Very liberal,2,Self-employed,1.75,15,4.222,68,2.889,12,4.6,92,4,89,1.722,4,4.25,34,6.583,36,3.5,52,4.7,95,3.833,59,3,88,3,88,8,82,5,32,19,69,6,19,-3,26,60,93,100,100,100,100,4,39,3,12,19,84,4.25,52,4.75,91,3.75,88,2.75,15,6,91,7,80,4,100,0.839,66,12.871,56,0.017,58,-0.144,12,None,None,80,81,55,89,4.1,11,21,97,28,92,4.75,100,2.923,64,3.583,47,2.533,8,3.5,73,3,96,60,97
South,Female,18-29,High school graduate,Black,Yes,Never been married,Agnostic,Seldom,Democrat,"$50,000-$75,000",Very liberal,3,Unemployed,1.5,10,3.222,18,1.778,1,3.9,59,4.5,97,3.944,74,4.583,44,7.667,74,3.333,45,4.7,95,3.833,59,0,12,1,55,5,37,4,11,10,12,12,50,6,76,40,65,66.667,33,50,32,5,48,0,2,30,95,3.75,25,4.25,72,2.5,45,4,64,2,5,0,1,4,100,0.786,22,1501200376375910.75,99,-0.053,10,0.261,76,0.546,25,40,61,45,66,5,60,19,90,28,92,1.833,28,2.385,22,2,7,4.067,82,3,45,2,65,40,81
Northeast,Female,18-29,"Some college, no degree",White,Yes,Never been married,Atheist,Never,Democrat,"$100,000 or more",Very liberal,More than 4,Student,1.375,7,3.444,27,4.222,62,4,64,4.125,91,2.889,25,5.917,77,6.25,26,3.167,37,4.3,76,4.667,90,4,100,2,71,4,27,9,82,19,69,11,43,10,90,60,93,100,100,100,100,2,23,8,100,12,70,4.25,52,3.25,22,3.5,81,2.75,15,5,57,7,80,4,100,0.844,72,0,40,0,52,-0.067,19,None,None,100,100,28,18,5.4,81,12,57,23,87,3.417,85,2.923,64,2.417,15,3.733,63,2.667,26,2,65,60,97
Northeast,Male,30-49,College graduate/some postgrad,White,Yes,Never been married,Atheist,Never,Democrat,"$75,000-$100,000",Liberal,3,Full-time employment,1,1,3.556,32,4,53,3.3,26,4.25,94,4.5,92,4.667,47,5.273,7,2.667,19,3.2,13,4.667,90,2,59,3,88,3,17,11,100,19,69,14,62,3,55,20,10,83.333,70,100,100,6,58,5,26,8,56,4.25,52,3,14,2.5,45,3,22,7,100,7,80,4,100,0.784,21,5.05,53,-0.008,19,0.078,51,0.88,49,40,61,45,66,4.9,53,5,2,18,79,1.167,8,2.308,17,3.583,47,3.733,63,2.333,12,3,96,40,81
Northeast,Male,30-49,Associate's degree,White,Yes,Never been married,Agnostic,Seldom,Democrat,"Less than $30,000",Very liberal,3,Self-employed,3,57,3.222,18,3.222,21,4.2,74,3.5,77,3.222,41,5.083,59,6.25,26,3.583,56,3,9,3.667,52,2,59,0,26,5,37,5,32,12,23,18,82,10,90,20,10,100,100,50,32,0,13,5,26,14,75,3.5,17,3,14,3,65,3.5,40,2,5,5,47,2,6,0.841,69,None,None,None,None,None,None,None,None,20,25,13,9,4.9,53,11,48,21,84,4,95,2.615,39,2.583,20,3.467,46,2.333,12,2,65,20,18
South,Female,50-64,Associate's degree,White,Yes,Living with a partner,Roman Catholic,A few times a year,Independent,"$50,000-$75,000",Moderate,4,Full-time employment,4.5,96,4.778,92,4.111,58,3.9,59,1.75,21,4.444,90,2.917,4,8.667,96,2.167,7,3.65,35,3.5,46,3,88,2,71,8,82,8,71,21,80,14,62,3,55,40,65,83.333,70,75,70,9,81,5,26,14,75,4.75,82,4.75,91,1,3,5,100,6,91,5,47,4,100,0.643,1,4823.011,83,0.075,75,0.189,68,None,None,40,61,52,77,3.9,7,22,99,8,49,2.25,43,2.923,64,4.917,93,2.267,5,2.833,34,2,65,40,81
Northeast,Male,30-49,High school graduate,White,Yes,Married,Atheist,Seldom,Democrat,"$75,000-$100,000",Liberal,2,Full-time employment,1.625,12,4.444,78,2.889,12,4.3,78,4.125,91,3.722,64,3.917,24,7.833,80,3,30,3.9,51,2.333,16,3,88,2,71,6,49,7,61,18,63,11,43,7,79,0,6,33.333,4,100,100,0,13,4,19,15,77,4,40,2.5,5,1.5,11,2.5,11,4,31,4,33,4,100,0.86,84,None,None,None,None,None,None,None,None,100,100,100,100,4.1,11,7,10,17,77,1.5,18,1.846,3,2.583,20,2.6,9,2.167,7,2,65,100,100
South,Female,50-64,Associate's degree,White,Yes,Never been married,Protestant,Seldom,Republican,"Less than $30,000",Conservative,More than 4,Part-time employment,2.125,26,3.889,49,3.889,47,3.4,31,2.375,42,3.389,47,3.583,15,6.5,34,3.25,41,3.3,17,2.833,26,1,38,0,26,9,100,6,49,16,49,22,93,0,41,40,65,83.333,70,25,9,8,74,8,100,5,42,4.25,52,4,60,2.75,55,4.5,84,5,57,4,33,4,100,0.803,32,1.714,45,0.014,56,-0.228,6,None,None,40,61,34,31,5,60,10,39,15,72,2.917,69,2.308,17,3.917,58,2.867,16,3.833,87,2,65,40,81
Midwest,Female,18-29,High school graduate,White,Yes,Living with a partner,Agnostic,Never,Democrat,"$50,000-$75,000",Very liberal,3,Part-time employment,1.875,18,3.444,27,4.222,62,4.1,69,3.75,83,3.556,55,4.667,47,6.583,36,4.25,86,4.15,67,4.833,93,3,88,1,55,1,4,6,49,11,17,14,62,5,72,40,65,100,100,100,100,0,13,8,100,21,87,4,40,3.75,45,2.75,55,3,22,2,5,3,20,4,100,0.847,74,None,None,None,None,None,None,None,None,60,77,55,89,5.1,65,7,10,24,88,2.167,41,2.769,52,1.917,5,3.867,71,2.667,26,2,65,40,81
South,Male,65+,Associate's degree,White,Yes,Married,Protestant,Once a week,Republican,"$50,000-$75,000",Conservative,More than 4,Part-time employment,3.25,67,4.556,84,4.444,72,3.7,46,2.75,56,3.333,46,6.5,86,7.25,59,3.167,37,3.35,19,3.5,46,0,12,0,26,3,17,5,32,8,4,21,91,-4,23,40,65,50,10,50,32,11,93,8,100,10,64,3.25,11,4,60,3.25,73,4.5,84,5,57,8,100,4,100,0.802,32,479457922.632,93,0.172,90,None,None,None,None,100,100,0,7,5.3,76,19,90,5,38,4.167,97,3.077,76,4.25,69,3.133,26,3.5,73,3,96,40,81
West,Male,50-64,College graduate/some postgrad,White,Yes,Married,Protestant,A few times a year,Independent,"$100,000 or more",Moderate,2,Self-employed,2.625,42,3.778,44,3.778,41,2.8,10,3.75,83,2.611,18,4.083,30,6.25,26,3.25,41,3.45,23,1.167,3,3,88,1,55,8,82,5,32,17,56,15,67,2,49,40,65,66.667,33,100,100,6,58,2,8,11,67,2,1,4,60,3.25,73,4.25,74,5,57,7,80,4,100,0.817,44,5.05,53,0.008,53,-0.092,17,None,None,40,61,45,66,5,60,7,10,17,77,1.333,13,2.385,22,4,61,4.733,99,3.5,73,2,65,40,81
South,Male,18-29,"Some college, no degree",Other,Yes,Living with a partner,Nothing in particular,Never,Independent,"$75,000-$100,000",Moderate,More than 4,Part-time employment,3.875,87,3.889,49,4.556,77,4.6,92,1.125,7,3.667,61,7.917,97,7.833,80,3.083,33,4,58,3.167,35,2,59,1,55,8,82,7,61,18,63,12,50,-5,21,20,10,83.333,70,50,32,10,88,7,53,6,47,5,100,4,60,3,65,4.75,93,5,57,4,33,3,15,0.798,29,0,40,0,52,0.239,72,None,None,40,61,45,66,5,60,10,39,2,21,3.583,89,3,70,4.5,79,3.067,24,4,92,2,65,40,81
Northeast,Male,50-64,College graduate/some postgrad,Black,Yes,Divorced,Roman Catholic,A few times a year,Democrat,"$50,000-$75,000",Liberal,3,Full-time employment,4.625,98,3.778,44,4.222,62,4.1,69,2.375,42,3.222,41,5.917,77,5,5,3.833,68,3.85,48,4,68,1,38,1,55,5,37,6,49,13,29,27,98,10,90,0,6,66.667,33,50,32,0,13,7,53,8,56,4,40,4,60,4,93,4.25,74,2,5,7,80,3,15,0.888,97,None,None,None,None,None,None,None,None,100,100,100,100,5.5,84,7,10,9,54,3.25,81,3,70,3.5,45,2.933,18,3.833,87,3,96,0,11
West,Male,30-49,College graduate/some postgrad,White,Yes,Never been married,Other,Seldom,Independent,"$75,000-$100,000",Moderate,4,Unemployed,3.25,67,2.556,4,3.889,47,4.8,97,3.875,86,4.167,83,5.5,70,5.667,13,3.5,52,4.15,67,3.167,35,1,38,0,26,8,82,8,71,17,56,23,95,8,83,100,100,50,10,50,32,6,58,8,100,7,52,4,40,3.75,45,3.5,81,4.25,74,5,57,5,47,4,100,0.795,27,454.8,71,0.122,84,-0.192,8,None,None,100,100,55,89,5.4,81,16,75,8,49,2.667,61,2.615,39,4.333,72,2.8,14,3.833,87,2,65,40,81
Northeast,Female,50-64,College graduate/some postgrad,White,Yes,Divorced,Other,A few times a year,Republican,"$30,000-$50,000",Conservative,More than 4,Full-time employment,3.25,67,3.444,27,3.778,41,2.9,12,3.875,86,2.556,17,4.917,54,6.333,29,3.583,56,3.5,26,3.167,35,0,12,2,71,5,37,3,3,10,12,14,62,14,95,80,94,100,100,50,32,7,66,4,19,15,77,4,40,4,60,2.75,55,4,64,6,91,4,33,2,6,0.864,87,1050866.22,89,-0.206,1,0.228,71,None,None,100,100,75,98,5.4,81,13,62,14,69,2.583,57,3.154,82,3,31,3.733,63,2.333,12,3,96,0,11
South,Male,50-64,Postgraduate,Black,Yes,Married,Roman Catholic,Once or twice a month,Democrat,"$50,000-$75,000",Liberal,4,Full-time employment,3.125,62,3.889,49,3.667,37,3.5,36,2.25,37,3,30,6,78,6.167,24,3.667,60,3,9,3.5,46,3,88,1,55,8,82,4,11,16,49,24,96,10,90,40,65,100,100,75,70,5,48,8,100,30,95,4,40,4,60,2.5,45,4.25,74,3,15,2,11,4,100,0.866,88,690.352,72,-0.139,3,-0.161,11,None,None,60,77,37,37,5.3,76,10,39,3,27,3.25,81,3.231,87,3.167,36,3.133,26,3,45,4,100,40,81
Northeast,Female,50-64,College graduate/some postgrad,White,Yes,Divorced,Jewish,Never,Democrat,"$30,000-$50,000",Liberal,1,Part-time employment,1.375,7,3.222,18,4.111,58,3.4,31,3.5,77,1.556,3,3.75,19,6.667,39,3.75,64,4.15,67,4.333,81,1,38,1,55,7,64,7,61,16,49,16,73,-6,13,40,65,100,100,100,100,4,39,7,53,11,67,4,40,3.25,22,2,25,3.5,40,6,91,6,61,4,100,0.763,12,0,40,0,52,0.611,100,None,None,40,61,45,66,4.2,15,5,2,19,81,1.167,8,2.462,27,3.667,50,4.4,93,2.167,7,3,96,40,81
South,Female,30-49,College graduate/some postgrad,Black,Yes,Never been married,Other,Seldom,Democrat,"$50,000-$75,000",Moderate,1,Full-time employment,2.625,42,4.111,62,4.333,67,2.6,6,1.625,18,2.722,20,3.667,17,6.25,26,3.25,41,2.8,4,1.667,7,2,59,0,26,3,17,7,61,12,23,3,11,-15,3,40,65,50,10,75,70,9,81,6,36,10,64,4.75,82,3.25,22,2.25,35,2.75,15,5,57,4,33,2,6,0.81,39,478216156.521,92,-0.107,5,None,None,None,None,40,61,42,46,4.4,24,23,100,18,79,3.167,78,3.154,82,2.75,24,3.333,37,3,45,3,96,40,81
South,Female,18-29,Associate's degree,Other,Yes,Living with a partner,Other,Once or twice a month,Independent,"Less than $30,000",Moderate,3,Full-time employment,3.875,87,3.667,38,3.556,32,4,64,4.125,91,3.167,38,4.75,49,8.25,90,3,30,4.75,96,4,68,2,59,3,88,3,17,6,49,14,35,6,19,5,72,40,65,83.333,70,100,100,5,48,5,26,25,91,4.75,82,4.75,91,3.5,81,5,100,5,57,4,33,4,100,0.755,10,0,40,0.056,71,0.272,77,0.393,12,60,77,46,69,5.7,90,10,39,8,49,3.917,94,3.385,93,4.333,72,3.933,75,3.5,73,3,96,40,81
South,Female,65+,College graduate/some postgrad,Asian,Yes,Divorced,Buddhist,Never,Independent,"Less than $30,000",Moderate,2,Retired,2.875,52,3.444,27,3.889,47,3.4,31,2.5,47,3.111,35,4.333,37,6.167,24,3.25,41,3.15,12,3.667,52,0,12,1,55,1,4,3,3,5,1,30,99,5,72,80,94,66.667,33,100,100,9,81,8,100,2,25,4.75,82,4,60,1.5,11,4.5,84,3,15,6,61,4,100,0.697,3,14.051,56,0,52,None,None,None,None,40,61,55,89,4.9,53,17,80,8,49,3.667,91,2.692,46,3.583,47,3.467,46,3.333,64,2,65,40,81
South,Female,30-49,Associate's degree,Black,Yes,Never been married,Nothing in particular,Never,Independent,"$30,000-$50,000",Moderate,More than 4,Part-time employment,3.375,71,5,100,4.889,92,4.5,87,1,4,4.056,79,4.167,32,8.083,86,3.25,41,3.8,44,2.667,22,3,88,1,55,2,10,6,49,12,23,18,82,-5,21,40,65,83.333,70,75,70,12,97,8,100,0,12,4.5,67,4.5,83,1.5,11,4.5,84,5,57,2,11,4,100,0.747,7,0.932,44,0.065,73,0.256,75,None,None,20,25,37,37,4.3,19,13,62,2,21,1.833,28,3.077,76,4.25,69,2.067,3,1.833,2,2,65,40,81
South,Male,30-49,Associate's degree,White,Yes,Living with a partner,Atheist,Never,Independent,"Less than $30,000",Liberal,2,Unemployed,2.875,52,3.889,49,2.889,12,3.5,36,3.75,83,2.278,11,3.25,8,7.417,65,3,30,3.75,41,3,31,3,88,4,100,9,100,9,82,25,97,14,62,9,85,40,65,83.333,70,100,100,2,23,4,19,13,73,3.5,17,3.25,22,2.5,45,3.5,40,6,91,6,61,4,100,0.844,72,4823.011,83,0,52,-0.017,27,1.271,83,80,81,45,66,3.8,5,15,71,33,96,1.25,11,2.385,22,3.083,33,3.667,59,2.667,26,2,65,40,81
South,Female,50-64,"Some college, no degree",White,Yes,Divorced,Protestant,A few times a year,Republican,"$50,000-$75,000",Conservative,2,Full-time employment,4.5,96,5,100,5,100,3.6,41,1.125,7,3.833,69,4.333,37,7.667,74,3.5,52,4,58,3,31,1,38,2,71,7,64,8,71,18,63,19,87,3,55,40,65,83.333,70,50,32,12,97,8,100,2,25,5,100,5,100,2.5,45,5,100,5,57,5,47,4,100,0.807,35,-0.333,3,0.056,71,0.611,100,None,None,100,100,55,89,6.1,97,17,80,4,32,1.917,31,3.385,93,4.5,79,4.2,87,4,92,4,100,40,81
South,Female,65+,Associate's degree,White,Yes,Married,Roman Catholic,Seldom,Democrat,"$50,000-$75,000",Liberal,2,Retired,1.5,10,3.556,32,4.889,92,4.1,69,3.375,74,4.5,92,4,27,5.583,12,2.333,11,4.65,92,3.667,52,1,38,2,71,9,100,9,82,21,80,17,78,3,55,40,65,100,100,75,70,8,74,8,100,6,47,4.5,67,3.25,22,2.5,45,3,22,5,57,5,47,4,100,0.782,20,0,40,0,52,0.611,100,None,None,0,13,33,29,4.4,24,17,80,17,77,4.167,97,2.231,14,2.333,14,3.933,75,3.5,73,3,96,0,11
South,Female,18-29,College graduate/some postgrad,White,Yes,Living with a partner,Agnostic,Never,Independent,"$50,000-$75,000",Very liberal,2,Full-time employment,1.5,10,4.667,87,3.889,47,4.4,83,1.875,25,3.278,43,3.5,13,7.417,65,3.333,45,4.85,98,5,100,2,59,0,26,5,37,6,49,13,29,12,50,3,55,60,93,100,100,50,32,0,13,8,100,5,42,4.25,52,4.25,72,1.75,17,3.75,50,1,2,5,47,4,100,0.862,86,None,None,None,None,None,None,None,None,60,77,55,89,3.7,3,12,57,3,27,4.083,96,3.385,93,3.25,38,4.467,95,3.167,55,2,65,60,97
West,Male,50-64,College graduate/some postgrad,Other,Yes,Never been married,Hindu,Seldom,Independent,"$75,000-$100,000",Moderate,1,Full-time employment,3.75,83,3,11,4.556,77,5,100,2,29,4.611,95,4.833,52,7.083,54,2.5,14,3.4,21,4.667,90,1,38,0,26,8,82,10,92,19,69,16,73,10,90,40,65,100,100,75,70,5,48,6,36,4,38,4.5,67,4,60,3,65,4.25,74,7,100,7,80,4,100,0.804,33,0,40,0,52,0.244,74,0.439,16,100,100,55,89,4.5,29,16,75,6,41,1.917,31,3,70,4.583,83,2.6,9,2.667,26,2,65,40,81
West,Male,30-49,Postgraduate,White,Yes,Married,Mormon,Once a week,Independent,"$100,000 or more",Moderate,More than 4,Full-time employment,3.25,67,4.222,68,4.444,72,4.4,83,1.375,11,4.111,81,5.333,65,7.083,54,1.25,0,2.95,7,2,11,1,38,2,71,8,82,10,92,21,80,15,67,9,85,40,65,83.333,70,100,100,4,39,8,100,2,25,4.5,67,4,60,3.75,88,4.25,74,6,91,6,61,4,100,0.813,41,0,40,0,52,0.378,85,None,None,0,13,0,7,5.7,90,14,67,1,15,2.833,66,3,70,4,61,1.867,2,2.667,26,2,65,60,97
South,Male,30-49,College graduate/some postgrad,White,Yes,Never been married,Nothing in particular,Never,Independent,"$30,000-$50,000",Conservative,1,Full-time employment,2.25,30,3.778,44,4.889,92,5,100,1.5,15,4.944,100,5.333,65,6.25,26,4.5,92,3.85,48,1.833,9,2,59,3,88,9,100,7,61,21,80,7,23,-2,29,60,93,83.333,70,100,100,2,23,8,100,1,19,5,100,3.75,45,4.5,98,4,64,6,91,8,100,4,100,0.806,34,0,40,0,52,0.133,60,2.147,94,0,13,45,66,5.3,76,7,10,3,27,4.167,97,3.154,82,3.167,36,2.267,5,3,45,3,96,40,81
West,Female,30-49,Associate's degree,White,Yes,Living with a partner,Atheist,Never,Democrat,"$100,000 or more",Very liberal,2,Unemployed,1.625,12,3.556,32,3.556,32,4.2,74,4.5,97,3.833,69,4.5,42,5.833,16,3.5,52,4.45,84,4.5,86,1,38,3,88,8,82,10,92,22,85,16,73,3,55,60,93,83.333,70,75,70,3,31,8,100,26,92,4.75,82,4.25,72,1.5,11,2.25,7,5,57,8,100,4,100,0.825,53,0,40,0,52,0.361,84,0.254,4,100,100,48,73,4.5,29,7,10,20,83,2.333,47,1.846,3,2.167,10,3.067,24,3.167,55,4,100,40,81
South,Female,65+,Associate's degree,Black,Yes,Married,Other,Once a week,Independent,"$50,000-$75,000",Moderate,4,Part-time employment,2.5,37,4.667,87,5,100,3.9,59,2.25,37,3.667,61,3.917,24,8.25,90,3.25,41,4.4,80,3.833,59,0,12,1,55,9,100,4,11,14,35,16,73,-2,29,40,65,50,10,50,32,9,81,8,100,8,56,2.75,4,4.5,83,2,25,4.75,93,7,100,3,20,3,15,0.821,48,8.944,55,0.106,81,-0.067,19,None,None,20,25,32,24,4.3,19,19,90,9,54,2.917,69,3.077,76,4.333,72,3.733,63,3.5,73,3,96,20,18
South,Female,50-64,Postgraduate,Asian,Yes,Married,Nothing in particular,Never,Democrat,"$75,000-$100,000",Liberal,2,Full-time employment,3.625,79,3.556,32,4.556,77,4.7,95,2.875,60,3.833,69,7.583,95,7.917,82,4.333,88,4.15,67,5,100,1,38,1,55,8,82,4,11,14,35,7,23,0,41,40,65,83.333,70,25,9,4,39,8,100,0,12,4.75,82,5,100,4.75,99,3,22,6,91,8,100,4,100,0.785,22,6.316,54,0.039,65,0.222,70,None,None,40,61,38,39,5.9,95,8,18,5,38,3.833,94,2.692,46,3.5,45,3.133,26,3.167,55,2,65,40,81
South,Male,30-49,Postgraduate,White,Yes,Married,Atheist,Seldom,Democrat,"$100,000 or more",Very liberal,4,Full-time employment,2.75,47,2,1,3.778,41,3.2,22,1.125,7,3.667,61,4.833,52,3.917,1,2.583,16,3.3,17,4,68,4,100,4,100,9,100,8,71,25,97,15,67,5,72,60,93,83.333,70,75,70,0,13,6,36,1,19,3,7,4.75,91,1.25,6,2.75,15,6,91,8,100,4,100,0.848,75,0,40,0,52,-0.017,27,None,None,100,100,53,79,4.2,15,10,39,3,27,2.667,61,3.462,96,4.583,83,3.333,37,1,0,3,96,60,97
Northeast,Male,18-29,"Some college, no degree",Asian,Yes,Never been married,Atheist,Seldom,Republican,"$50,000-$75,000",Conservative,1,Full-time employment,2.125,26,3.556,32,3,15,4.2,74,3.375,74,1.944,6,6.667,87,5.75,14,3.083,33,3.4,21,1,2,1,38,1,55,8,82,5,32,15,42,15,67,5,72,40,65,83.333,70,75,70,1,18,5,26,3,32,5,100,2,2,3,65,2,5,6,91,7,80,3,15,0.784,21,0,40,0,52,-0.061,20,None,None,100,100,25,14,3.5,2,10,39,12,64,2.417,50,2.462,27,3.083,33,3.2,30,3,45,3,96,0,11
Midwest,Male,30-49,"Some college, no degree",White,Yes,Never been married,Agnostic,Never,Independent,"$30,000-$50,000",Moderate,1,Full-time employment,1.125,3,3.778,44,2.778,9,3.5,36,3,64,2.667,19,3.417,11,7.333,62,3,30,3.1,11,3.333,40,4,100,1,55,4,27,6,49,15,42,17,78,2,49,40,65,83.333,70,75,70,0,13,5,26,6,47,3.25,11,3,14,1.5,11,3,22,4,31,8,100,4,100,0.883,95,None,None,None,None,None,None,None,None,40,61,43,48,3.9,7,11,48,17,77,2.083,38,2.615,39,1.833,4,3.867,71,3.833,87,3,96,40,81
